-0.1 -2456.50891843
 0.0 -2456.50919083
 0.1 -2456.50933011
 0.2 -2456.50933594
 0.3 -2456.50920786
 0.4 -2456.50894519
 0.5 -2456.50854704
 0.6 -2456.50801263
 0.7 -2456.50734172
 0.8 -2456.50653479
 0.9 -2456.50559262
 1.0 -2456.50451561
 1.1 -2456.50330325
