Energy (meV)          FC          FCHT        HT        TOT
-1.50000000e+02    3.10923257e-04    -5.70152807e-06    4.09361285e-08    3.05262665e-04
-1.49900000e+02    3.11887105e-04    -5.73560222e-06    4.11148053e-08    3.06192617e-04
-1.49800000e+02    3.12852536e-04    -5.76968675e-06    4.12936464e-08    3.07124143e-04
-1.49700000e+02    3.13819508e-04    -5.80378049e-06    4.14726446e-08    3.08057200e-04
-1.49600000e+02    3.14787977e-04    -5.83788225e-06    4.16517931e-08    3.08991746e-04
-1.49500000e+02    3.15757898e-04    -5.87199085e-06    4.18310846e-08    3.09927739e-04
-1.49400000e+02    3.16729229e-04    -5.90610509e-06    4.20105121e-08    3.10865134e-04
-1.49300000e+02    3.17701924e-04    -5.94022376e-06    4.21900683e-08    3.11803890e-04
-1.49200000e+02    3.18675938e-04    -5.97434567e-06    4.23697461e-08    3.12743962e-04
-1.49100000e+02    3.19651227e-04    -6.00846960e-06    4.25495382e-08    3.13685307e-04
-1.49000000e+02    3.20627745e-04    -6.04259432e-06    4.27294373e-08    3.14627880e-04
-1.48900000e+02    3.21605447e-04    -6.07671862e-06    4.29094361e-08    3.15571637e-04
-1.48800000e+02    3.22584286e-04    -6.11084127e-06    4.30895273e-08    3.16516534e-04
-1.48700000e+02    3.23564215e-04    -6.14496103e-06    4.32697034e-08    3.17462524e-04
-1.48600000e+02    3.24545190e-04    -6.17907667e-06    4.34499570e-08    3.18409563e-04
-1.48500000e+02    3.25527162e-04    -6.21318693e-06    4.36302807e-08    3.19357606e-04
-1.48400000e+02    3.26510085e-04    -6.24729056e-06    4.38106669e-08    3.20306605e-04
-1.48300000e+02    3.27493911e-04    -6.28138631e-06    4.39911081e-08    3.21256516e-04
-1.48200000e+02    3.28478592e-04    -6.31547293e-06    4.41715967e-08    3.22207291e-04
-1.48100000e+02    3.29464081e-04    -6.34954913e-06    4.43521252e-08    3.23158884e-04
-1.48000000e+02    3.30450329e-04    -6.38361365e-06    4.45326858e-08    3.24111248e-04
-1.47900000e+02    3.31437288e-04    -6.41766522e-06    4.47132710e-08    3.25064336e-04
-1.47800000e+02    3.32424909e-04    -6.45170256e-06    4.48938730e-08    3.26018101e-04
-1.47700000e+02    3.33413143e-04    -6.48572437e-06    4.50744840e-08    3.26972493e-04
-1.47600000e+02    3.34401941e-04    -6.51972937e-06    4.52550964e-08    3.27927467e-04
-1.47500000e+02    3.35391253e-04    -6.55371626e-06    4.54357023e-08    3.28882972e-04
-1.47400000e+02    3.36381029e-04    -6.58768375e-06    4.56162940e-08    3.29838961e-04
-1.47300000e+02    3.37371219e-04    -6.62163054e-06    4.57968635e-08    3.30795386e-04
-1.47200000e+02    3.38361774e-04    -6.65555530e-06    4.59774029e-08    3.31752196e-04
-1.47100000e+02    3.39352642e-04    -6.68945674e-06    4.61579045e-08    3.32709343e-04
-1.47000000e+02    3.40343773e-04    -6.72333354e-06    4.63383601e-08    3.33666778e-04
-1.46900000e+02    3.41335116e-04    -6.75718437e-06    4.65187620e-08    3.34624450e-04
-1.46800000e+02    3.42326619e-04    -6.79100792e-06    4.66991020e-08    3.35582310e-04
-1.46700000e+02    3.43318232e-04    -6.82480285e-06    4.68793722e-08    3.36540308e-04
-1.46600000e+02    3.44309902e-04    -6.85856783e-06    4.70595646e-08    3.37498394e-04
-1.46500000e+02    3.45301578e-04    -6.89230154e-06    4.72396710e-08    3.38456516e-04
-1.46400000e+02    3.46293207e-04    -6.92600263e-06    4.74196835e-08    3.39414624e-04
-1.46300000e+02    3.47284738e-04    -6.95966975e-06    4.75995938e-08    3.40372668e-04
-1.46200000e+02    3.48276117e-04    -6.99330157e-06    4.77793939e-08    3.41330595e-04
-1.46100000e+02    3.49267293e-04    -7.02689673e-06    4.79590757e-08    3.42288355e-04
-1.46000000e+02    3.50258212e-04    -7.06045389e-06    4.81386308e-08    3.43245897e-04
