Energy (meV)          FC          FCHT        HT        TOT
-1.50000000e+02    1.16557288e-04    -2.42831672e-06    1.62584258e-08    1.14145230e-04
-1.49900000e+02    1.16999345e-04    -2.44154225e-06    1.63330896e-08    1.14574136e-04
-1.49800000e+02    1.17441906e-04    -2.45477391e-06    1.64078122e-08    1.15003540e-04
-1.49700000e+02    1.17884953e-04    -2.46801122e-06    1.64825908e-08    1.15433424e-04
-1.49600000e+02    1.18328466e-04    -2.48125370e-06    1.65574227e-08    1.15863770e-04
-1.49500000e+02    1.18772429e-04    -2.49450089e-06    1.66323048e-08    1.16294560e-04
-1.49400000e+02    1.19216821e-04    -2.50775229e-06    1.67072344e-08    1.16725776e-04
-1.49300000e+02    1.19661625e-04    -2.52100742e-06    1.67822086e-08    1.17157400e-04
-1.49200000e+02    1.20106823e-04    -2.53426581e-06    1.68572245e-08    1.17589414e-04
-1.49100000e+02    1.20552394e-04    -2.54752697e-06    1.69322792e-08    1.18021799e-04
-1.49000000e+02    1.20998321e-04    -2.56079040e-06    1.70073697e-08    1.18454538e-04
-1.48900000e+02    1.21444584e-04    -2.57405561e-06    1.70824931e-08    1.18887611e-04
-1.48800000e+02    1.21891164e-04    -2.58732211e-06    1.71576465e-08    1.19320999e-04
-1.48700000e+02    1.22338042e-04    -2.60058941e-06    1.72328268e-08    1.19754685e-04
-1.48600000e+02    1.22785198e-04    -2.61385701e-06    1.73080312e-08    1.20188649e-04
-1.48500000e+02    1.23232613e-04    -2.62712440e-06    1.73832566e-08    1.20622872e-04
-1.48400000e+02    1.23680268e-04    -2.64039108e-06    1.74584999e-08    1.21057335e-04
-1.48300000e+02    1.24128142e-04    -2.65365656e-06    1.75337583e-08    1.21492019e-04
-1.48200000e+02    1.24576216e-04    -2.66692031e-06    1.76090286e-08    1.21926905e-04
-1.48100000e+02    1.25024471e-04    -2.68018184e-06    1.76843077e-08    1.22361973e-04
-1.48000000e+02    1.25472885e-04    -2.69344062e-06    1.77595927e-08    1.22797204e-04
-1.47900000e+02    1.25921440e-04    -2.70669616e-06    1.78348805e-08    1.23232578e-04
-1.47800000e+02    1.26370114e-04    -2.71994793e-06    1.79101679e-08    1.23668076e-04
-1.47700000e+02    1.26818887e-04    -2.73319541e-06    1.79854519e-08    1.24103677e-04
-1.47600000e+02    1.27267740e-04    -2.74643809e-06    1.80607294e-08    1.24539363e-04
-1.47500000e+02    1.27716651e-04    -2.75967545e-06    1.81359972e-08    1.24975112e-04
-1.47400000e+02    1.28165601e-04    -2.77290697e-06    1.82112522e-08    1.25410905e-04
-1.47300000e+02    1.28614567e-04    -2.78613211e-06    1.82864913e-08    1.25846722e-04
-1.47200000e+02    1.29063531e-04    -2.79935036e-06    1.83617113e-08    1.26282542e-04
-1.47100000e+02    1.29512470e-04    -2.81256118e-06    1.84369091e-08    1.26718346e-04
-1.47000000e+02    1.29961364e-04    -2.82576405e-06    1.85120815e-08    1.27154112e-04
-1.46900000e+02    1.30410192e-04    -2.83895843e-06    1.85872252e-08    1.27589821e-04
-1.46800000e+02    1.30858933e-04    -2.85214380e-06    1.86623372e-08    1.28025452e-04
-1.46700000e+02    1.31307565e-04    -2.86531961e-06    1.87374141e-08    1.28460983e-04
-1.46600000e+02    1.31756068e-04    -2.87848534e-06    1.88124529e-08    1.28896395e-04
-1.46500000e+02    1.32204420e-04    -2.89164044e-06    1.88874502e-08    1.29331667e-04
-1.46400000e+02    1.32652599e-04    -2.90478438e-06    1.89624029e-08    1.29766777e-04
-1.46300000e+02    1.33100585e-04    -2.91791661e-06    1.90373077e-08    1.30201706e-04
-1.46200000e+02    1.33548355e-04    -2.93103660e-06    1.91121614e-08    1.30636430e-04
-1.46100000e+02    1.33995888e-04    -2.94414380e-06    1.91869606e-08    1.31070931e-04
-1.46000000e+02    1.34443162e-04    -2.95723767e-06    1.92617023e-08    1.31505186e-04
-1.45900000e+02    1.34890156e-04    -2.97031766e-06    1.93363830e-08    1.31939174e-04
-1.45800000e+02    1.35336847e-04    -2.98338322e-06    1.94109996e-08    1.32372875e-04
-1.45700000e+02    1.35783214e-04    -2.99643381e-06    1.94855487e-08    1.32806266e-04
-1.45600000e+02    1.36229234e-04    -3.00946888e-06    1.95600271e-08    1.33239326e-04
-1.45500000e+02    1.36674887e-04    -3.02248788e-06    1.96344314e-08    1.33672033e-04
-1.45400000e+02    1.37120149e-04    -3.03549025e-06    1.97087584e-08    1.34104367e-04
-1.45300000e+02    1.37564998e-04    -3.04847545e-06    1.97830048e-08    1.34536305e-04
-1.45200000e+02    1.38009412e-04    -3.06144293e-06    1.98571673e-08    1.34967827e-04
-1.45100000e+02    1.38453370e-04    -3.07439212e-06    1.99312425e-08    1.35398909e-04
-1.45000000e+02    1.38896848e-04    -3.08732247e-06    2.00052272e-08    1.35829531e-04
-1.44900000e+02    1.39339824e-04    -3.10023343e-06    2.00791180e-08    1.36259670e-04
-1.44800000e+02    1.39782276e-04    -3.11312445e-06    2.01529117e-08    1.36689304e-04
-1.44700000e+02    1.40224181e-04    -3.12599496e-06    2.02266048e-08    1.37118413e-04
-1.44600000e+02    1.40665518e-04    -3.13884440e-06    2.03001940e-08    1.37546973e-04
-1.44500000e+02    1.41106262e-04    -3.15167223e-06    2.03736761e-08    1.37974963e-04
-1.44400000e+02    1.41546392e-04    -3.16447788e-06    2.04470478e-08    1.38402361e-04
-1.44300000e+02    1.41985885e-04    -3.17726078e-06    2.05203055e-08    1.38829144e-04
-1.44200000e+02    1.42424718e-04    -3.19002039e-06    2.05934461e-08    1.39255291e-04
-1.44100000e+02    1.42862869e-04    -3.20275614e-06    2.06664662e-08    1.39680779e-04
-1.44000000e+02    1.43300314e-04    -3.21546746e-06    2.07393625e-08    1.40105586e-04
-1.43900000e+02    1.43737032e-04    -3.22815381e-06    2.08121316e-08    1.40529690e-04
-1.43800000e+02    1.44172998e-04    -3.24081461e-06    2.08847702e-08    1.40953068e-04
-1.43700000e+02    1.44608191e-04    -3.25344931e-06    2.09572750e-08    1.41375699e-04
-1.43600000e+02    1.45042588e-04    -3.26605734e-06    2.10296425e-08    1.41797560e-04
-1.43500000e+02    1.45476164e-04    -3.27863815e-06    2.11018696e-08    1.42218628e-04
-1.43400000e+02    1.45908899e-04    -3.29119116e-06    2.11739528e-08    1.42638881e-04
-1.43300000e+02    1.46340767e-04    -3.30371583e-06    2.12458889e-08    1.43058297e-04
-1.43200000e+02    1.46771748e-04    -3.31621158e-06    2.13176744e-08    1.43476854e-04
-1.43100000e+02    1.47201817e-04    -3.32867785e-06    2.13893062e-08    1.43894528e-04
-1.43000000e+02    1.47630952e-04    -3.34111409e-06    2.14607808e-08    1.44311298e-04
-1.42900000e+02    1.48059129e-04    -3.35351973e-06    2.15320949e-08    1.44727141e-04
-1.42800000e+02    1.48486325e-04    -3.36589421e-06    2.16032453e-08    1.45142034e-04
-1.42700000e+02    1.48912519e-04    -3.37823697e-06    2.16742285e-08    1.45555956e-04
-1.42600000e+02    1.49337685e-04    -3.39054745e-06    2.17450414e-08    1.45968883e-04
-1.42500000e+02    1.49761802e-04    -3.40282509e-06    2.18156806e-08    1.46380792e-04
-1.42400000e+02    1.50184846e-04    -3.41506932e-06    2.18861428e-08    1.46791663e-04
-1.42300000e+02    1.50606794e-04    -3.42727960e-06    2.19564248e-08    1.47201471e-04
-1.42200000e+02    1.51027624e-04    -3.43945535e-06    2.20265232e-08    1.47610195e-04
-1.42100000e+02    1.51447311e-04    -3.45159603e-06    2.20964347e-08    1.48017812e-04
-1.42000000e+02    1.51865834e-04    -3.46370107e-06    2.21661562e-08    1.48424299e-04
-1.41900000e+02    1.52283168e-04    -3.47576992e-06    2.22356844e-08    1.48829634e-04
-1.41800000e+02    1.52699291e-04    -3.48780202e-06    2.23050159e-08    1.49233794e-04
-1.41700000e+02    1.53114181e-04    -3.49979682e-06    2.23741476e-08    1.49636758e-04
-1.41600000e+02    1.53527812e-04    -3.51175376e-06    2.24430762e-08    1.50038502e-04
-1.41500000e+02    1.53940164e-04    -3.52367230e-06    2.25117985e-08    1.50439004e-04
-1.41400000e+02    1.54351213e-04    -3.53555186e-06    2.25803114e-08    1.50838241e-04
-1.41300000e+02    1.54760935e-04    -3.54739192e-06    2.26486115e-08    1.51236192e-04
-1.41200000e+02    1.55169309e-04    -3.55919191e-06    2.27166956e-08    1.51632834e-04
-1.41100000e+02    1.55576310e-04    -3.57095129e-06    2.27845607e-08    1.52028143e-04
-1.41000000e+02    1.55981917e-04    -3.58266951e-06    2.28522036e-08    1.52422099e-04
-1.40900000e+02    1.56386105e-04    -3.59434602e-06    2.29196210e-08    1.52814679e-04
-1.40800000e+02    1.56788853e-04    -3.60598028e-06    2.29868099e-08    1.53205860e-04
-1.40700000e+02    1.57190138e-04    -3.61757175e-06    2.30537671e-08    1.53595620e-04
-1.40600000e+02    1.57589937e-04    -3.62911988e-06    2.31204895e-08    1.53983937e-04
-1.40500000e+02    1.57988226e-04    -3.64062413e-06    2.31869740e-08    1.54370789e-04
-1.40400000e+02    1.58384984e-04    -3.65208396e-06    2.32532175e-08    1.54756153e-04
-1.40300000e+02    1.58780188e-04    -3.66349885e-06    2.33192169e-08    1.55140008e-04
-1.40200000e+02    1.59173814e-04    -3.67486824e-06    2.33849692e-08    1.55522331e-04
-1.40100000e+02    1.59565842e-04    -3.68619161e-06    2.34504713e-08    1.55903101e-04
-1.40000000e+02    1.59956247e-04    -3.69746842e-06    2.35157203e-08    1.56282294e-04
-1.39900000e+02    1.60345008e-04    -3.70869815e-06    2.35807130e-08    1.56659891e-04
-1.39800000e+02    1.60732102e-04    -3.71988027e-06    2.36454466e-08    1.57035867e-04
-1.39700000e+02    1.61117507e-04    -3.73101425e-06    2.37099180e-08    1.57410203e-04
-1.39600000e+02    1.61501200e-04    -3.74209957e-06    2.37741243e-08    1.57782875e-04
-1.39500000e+02    1.61883160e-04    -3.75313570e-06    2.38380626e-08    1.58153863e-04
-1.39400000e+02    1.62263364e-04    -3.76412213e-06    2.39017299e-08    1.58523144e-04
-1.39300000e+02    1.62641790e-04    -3.77505834e-06    2.39651233e-08    1.58890697e-04
-1.39200000e+02    1.63018415e-04    -3.78594382e-06    2.40282401e-08    1.59256500e-04
-1.39100000e+02    1.63393219e-04    -3.79677804e-06    2.40910773e-08    1.59620532e-04
-1.39000000e+02    1.63766179e-04    -3.80756051e-06    2.41536321e-08    1.59982772e-04
-1.38900000e+02    1.64137273e-04    -3.81829072e-06    2.42159017e-08    1.60343198e-04
-1.38800000e+02    1.64506480e-04    -3.82896815e-06    2.42778833e-08    1.60701789e-04
-1.38700000e+02    1.64873777e-04    -3.83959232e-06    2.43395741e-08    1.61058524e-04
-1.38600000e+02    1.65239143e-04    -3.85016271e-06    2.44009715e-08    1.61413382e-04
-1.38500000e+02    1.65602558e-04    -3.86067883e-06    2.44620727e-08    1.61766341e-04
-1.38400000e+02    1.65963998e-04    -3.87114019e-06    2.45228750e-08    1.62117381e-04
-1.38300000e+02    1.66323443e-04    -3.88154631e-06    2.45833758e-08    1.62466481e-04
-1.38200000e+02    1.66680873e-04    -3.89189668e-06    2.46435724e-08    1.62813619e-04
-1.38100000e+02    1.67036264e-04    -3.90219082e-06    2.47034623e-08    1.63158777e-04
-1.38000000e+02    1.67389597e-04    -3.91242826e-06    2.47630428e-08    1.63501932e-04
-1.37900000e+02    1.67740851e-04    -3.92260852e-06    2.48223114e-08    1.63843065e-04
-1.37800000e+02    1.68090004e-04    -3.93273111e-06    2.48812656e-08    1.64182154e-04
-1.37700000e+02    1.68437036e-04    -3.94279558e-06    2.49399029e-08    1.64519180e-04
-1.37600000e+02    1.68781926e-04    -3.95280144e-06    2.49982208e-08    1.64854123e-04
-1.37500000e+02    1.69124654e-04    -3.96274825e-06    2.50562169e-08    1.65186962e-04
-1.37400000e+02    1.69465199e-04    -3.97263552e-06    2.51138888e-08    1.65517678e-04
-1.37300000e+02    1.69803541e-04    -3.98246281e-06    2.51712342e-08    1.65846250e-04
-1.37200000e+02    1.70139660e-04    -3.99222967e-06    2.52282506e-08    1.66172658e-04
-1.37100000e+02    1.70473535e-04    -4.00193563e-06    2.52849358e-08    1.66496884e-04
-1.37000000e+02    1.70805147e-04    -4.01158026e-06    2.53412876e-08    1.66818908e-04
-1.36900000e+02    1.71134475e-04    -4.02116312e-06    2.53973036e-08    1.67138709e-04
-1.36800000e+02    1.71461500e-04    -4.03068376e-06    2.54529818e-08    1.67456269e-04
-1.36700000e+02    1.71786202e-04    -4.04014175e-06    2.55083198e-08    1.67771569e-04
-1.36600000e+02    1.72108563e-04    -4.04953665e-06    2.55633157e-08    1.68084589e-04
-1.36500000e+02    1.72428561e-04    -4.05886805e-06    2.56179673e-08    1.68395311e-04
-1.36400000e+02    1.72746179e-04    -4.06813552e-06    2.56722725e-08    1.68703716e-04
-1.36300000e+02    1.73061397e-04    -4.07733865e-06    2.57262294e-08    1.69009785e-04
-1.36200000e+02    1.73374196e-04    -4.08647701e-06    2.57798359e-08    1.69313499e-04
-1.36100000e+02    1.73684557e-04    -4.09555020e-06    2.58330902e-08    1.69614840e-04
-1.36000000e+02    1.73992462e-04    -4.10455782e-06    2.58859903e-08    1.69913790e-04
-1.35900000e+02    1.74297892e-04    -4.11349946e-06    2.59385344e-08    1.70210331e-04
-1.35800000e+02    1.74600829e-04    -4.12237473e-06    2.59907206e-08    1.70504445e-04
-1.35700000e+02    1.74901254e-04    -4.13118324e-06    2.60425472e-08    1.70796113e-04
-1.35600000e+02    1.75199149e-04    -4.13992461e-06    2.60940125e-08    1.71085318e-04
-1.35500000e+02    1.75494497e-04    -4.14859845e-06    2.61451148e-08    1.71372043e-04
-1.35400000e+02    1.75787279e-04    -4.15720438e-06    2.61958525e-08    1.71656270e-04
