Energy (meV)          FC          FCHT        HT        TOT
-1.50000000e+02    2.80211458e-04    -5.23091311e-06    3.71777666e-08    2.75017722e-04
-1.49900000e+02    2.81105739e-04    -5.26176161e-06    3.73412698e-08    2.75881318e-04
-1.49800000e+02    2.82001418e-04    -5.29262021e-06    3.75049198e-08    2.76746302e-04
-1.49700000e+02    2.82898455e-04    -5.32348782e-06    3.76687101e-08    2.77612636e-04
-1.49600000e+02    2.83796811e-04    -5.35436338e-06    3.78326344e-08    2.78480280e-04
-1.49500000e+02    2.84696446e-04    -5.38524579e-06    3.79966860e-08    2.79349196e-04
-1.49400000e+02    2.85597318e-04    -5.41613398e-06    3.81608586e-08    2.80219345e-04
-1.49300000e+02    2.86499388e-04    -5.44702685e-06    3.83251457e-08    2.81090686e-04
-1.49200000e+02    2.87402614e-04    -5.47792330e-06    3.84895406e-08    2.81963180e-04
-1.49100000e+02    2.88306955e-04    -5.50882223e-06    3.86540368e-08    2.82836787e-04
-1.49000000e+02    2.89212370e-04    -5.53972253e-06    3.88186276e-08    2.83711466e-04
-1.48900000e+02    2.90118817e-04    -5.57062309e-06    3.89833065e-08    2.84587177e-04
-1.48800000e+02    2.91026253e-04    -5.60152278e-06    3.91480666e-08    2.85463878e-04
-1.48700000e+02    2.91934637e-04    -5.63242048e-06    3.93129013e-08    2.86341529e-04
-1.48600000e+02    2.92843926e-04    -5.66331507e-06    3.94778038e-08    2.87220088e-04
-1.48500000e+02    2.93754077e-04    -5.69420541e-06    3.96427673e-08    2.88099514e-04
-1.48400000e+02    2.94665047e-04    -5.72509036e-06    3.98077850e-08    2.88979764e-04
-1.48300000e+02    2.95576792e-04    -5.75596878e-06    3.99728500e-08    2.89860796e-04
-1.48200000e+02    2.96489270e-04    -5.78683952e-06    4.01379555e-08    2.90742568e-04
-1.48100000e+02    2.97402436e-04    -5.81770143e-06    4.03030945e-08    2.91625037e-04
-1.48000000e+02    2.98316246e-04    -5.84855335e-06    4.04682601e-08    2.92508160e-04
-1.47900000e+02    2.99230655e-04    -5.87939413e-06    4.06334452e-08    2.93391895e-04
-1.47800000e+02    3.00145621e-04    -5.91022258e-06    4.07986430e-08    2.94276197e-04
-1.47700000e+02    3.01061096e-04    -5.94103755e-06    4.09638464e-08    2.95161023e-04
-1.47600000e+02    3.01977038e-04    -5.97183786e-06    4.11290482e-08    2.96046329e-04
-1.47500000e+02    3.02893399e-04    -6.00262234e-06    4.12942415e-08    2.96932071e-04
-1.47400000e+02    3.03810135e-04    -6.03338979e-06    4.14594191e-08    2.97818205e-04
-1.47300000e+02    3.04727200e-04    -6.06413904e-06    4.16245738e-08    2.98704686e-04
-1.47200000e+02    3.05644549e-04    -6.09486889e-06    4.17896985e-08    2.99591470e-04
-1.47100000e+02    3.06562134e-04    -6.12557815e-06    4.19547861e-08    3.00478511e-04
-1.47000000e+02    3.07479911e-04    -6.15626562e-06    4.21198292e-08    3.01365765e-04
-1.46900000e+02    3.08397831e-04    -6.18693009e-06    4.22848207e-08    3.02253186e-04
-1.46800000e+02    3.09315849e-04    -6.21757038e-06    4.24497533e-08    3.03140728e-04
-1.46700000e+02    3.10233917e-04    -6.24818526e-06    4.26146197e-08    3.04028347e-04
-1.46600000e+02    3.11151989e-04    -6.27877352e-06    4.27794126e-08    3.04915995e-04
-1.46500000e+02    3.12070016e-04    -6.30933395e-06    4.29441247e-08    3.05803626e-04
-1.46400000e+02    3.12987952e-04    -6.33986533e-06    4.31087486e-08    3.06691196e-04
-1.46300000e+02    3.13905749e-04    -6.37036644e-06    4.32732769e-08    3.07578656e-04
-1.46200000e+02    3.14823358e-04    -6.40083605e-06    4.34377023e-08    3.08465960e-04
-1.46100000e+02    3.15740732e-04    -6.43127294e-06    4.36020173e-08    3.09353061e-04
-1.46000000e+02    3.16657823e-04    -6.46167587e-06    4.37662146e-08    3.10239913e-04
-1.45900000e+02    3.17574582e-04    -6.49204362e-06    4.39302866e-08    3.11126468e-04
-1.45800000e+02    3.18490959e-04    -6.52237494e-06    4.40942259e-08    3.12012679e-04
-1.45700000e+02    3.19406908e-04    -6.55266859e-06    4.42580251e-08    3.12898497e-04
-1.45600000e+02    3.20322378e-04    -6.58292335e-06    4.44216766e-08    3.13783877e-04
-1.45500000e+02    3.21237321e-04    -6.61313795e-06    4.45851729e-08    3.14668768e-04
-1.45400000e+02    3.22151687e-04    -6.64331116e-06    4.47485066e-08    3.15553124e-04
-1.45300000e+02    3.23065427e-04    -6.67344172e-06    4.49116699e-08    3.16436897e-04
-1.45200000e+02    3.23978492e-04    -6.70352840e-06    4.50746555e-08    3.17320038e-04
-1.45100000e+02    3.24890831e-04    -6.73356993e-06    4.52374557e-08    3.18202498e-04
-1.45000000e+02    3.25802395e-04    -6.76356505e-06    4.54000629e-08    3.19084230e-04
-1.44900000e+02    3.26713133e-04    -6.79351252e-06    4.55624696e-08    3.19965183e-04
-1.44800000e+02    3.27622997e-04    -6.82341108e-06    4.57246682e-08    3.20845311e-04
-1.44700000e+02    3.28531935e-04    -6.85325946e-06    4.58866510e-08    3.21724563e-04
-1.44600000e+02    3.29439898e-04    -6.88305641e-06    4.60484105e-08    3.22602890e-04
-1.44500000e+02    3.30346834e-04    -6.91280066e-06    4.62099389e-08    3.23480243e-04
-1.44400000e+02    3.31252694e-04    -6.94249094e-06    4.63712287e-08    3.24356574e-04
-1.44300000e+02    3.32157426e-04    -6.97212600e-06    4.65322722e-08    3.25231832e-04
-1.44200000e+02    3.33060979e-04    -7.00170456e-06    4.66930617e-08    3.26105968e-04
-1.44100000e+02    3.33963304e-04    -7.03122537e-06    4.68535897e-08    3.26978932e-04
-1.44000000e+02    3.34864349e-04    -7.06068714e-06    4.70138484e-08    3.27850675e-04
-1.43900000e+02    3.35764062e-04    -7.09008861e-06    4.71738302e-08    3.28721147e-04
-1.43800000e+02    3.36662393e-04    -7.11942852e-06    4.73335274e-08    3.29590298e-04
-1.43700000e+02    3.37559290e-04    -7.14870558e-06    4.74929323e-08    3.30458077e-04
-1.43600000e+02    3.38454702e-04    -7.17791853e-06    4.76520372e-08    3.31324436e-04
-1.43500000e+02    3.39348578e-04    -7.20706610e-06    4.78108346e-08    3.32189323e-04
-1.43400000e+02    3.40240866e-04    -7.23614702e-06    4.79693166e-08    3.33052688e-04
-1.43300000e+02    3.41131515e-04    -7.26516000e-06    4.81274757e-08    3.33914482e-04
-1.43200000e+02    3.42020472e-04    -7.29410379e-06    4.82853041e-08    3.34774654e-04
-1.43100000e+02    3.42907687e-04    -7.32297711e-06    4.84427942e-08    3.35633153e-04
-1.43000000e+02    3.43793107e-04    -7.35177868e-06    4.85999384e-08    3.36489929e-04
-1.42900000e+02    3.44676682e-04    -7.38050724e-06    4.87567288e-08    3.37344931e-04
-1.42800000e+02    3.45558358e-04    -7.40916152e-06    4.89131579e-08    3.38198109e-04
-1.42700000e+02    3.46438084e-04    -7.43774023e-06    4.90692181e-08    3.39049413e-04
-1.42600000e+02    3.47315809e-04    -7.46624212e-06    4.92249016e-08    3.39898791e-04
-1.42500000e+02    3.48191480e-04    -7.49466591e-06    4.93802008e-08    3.40746194e-04
-1.42400000e+02    3.49065045e-04    -7.52301034e-06    4.95351081e-08    3.41591570e-04
-1.42300000e+02    3.49936452e-04    -7.55127413e-06    4.96896159e-08    3.42434868e-04
-1.42200000e+02    3.50805651e-04    -7.57945602e-06    4.98437165e-08    3.43276038e-04
-1.42100000e+02    3.51672587e-04    -7.60755474e-06    4.99974023e-08    3.44115030e-04
-1.42000000e+02    3.52537210e-04    -7.63556903e-06    5.01506658e-08    3.44951792e-04
-1.41900000e+02    3.53399467e-04    -7.66349763e-06    5.03034992e-08    3.45786273e-04
-1.41800000e+02    3.54259307e-04    -7.69133928e-06    5.04558952e-08    3.46618424e-04
-1.41700000e+02    3.55116677e-04    -7.71909271e-06    5.06078461e-08    3.47448192e-04
-1.41600000e+02    3.55971525e-04    -7.74675667e-06    5.07593443e-08    3.48275528e-04
-1.41500000e+02    3.56823800e-04    -7.77432989e-06    5.09103823e-08    3.49100381e-04
-1.41400000e+02    3.57673450e-04    -7.80181114e-06    5.10609527e-08    3.49922699e-04
-1.41300000e+02    3.58520422e-04    -7.82919915e-06    5.12110478e-08    3.50742433e-04
-1.41200000e+02    3.59364664e-04    -7.85649267e-06    5.13606603e-08    3.51559532e-04
-1.41100000e+02    3.60206125e-04    -7.88369046e-06    5.15097827e-08    3.52373945e-04
-1.41000000e+02    3.61044754e-04    -7.91079127e-06    5.16584075e-08    3.53185621e-04
-1.40900000e+02    3.61880497e-04    -7.93779387e-06    5.18065273e-08    3.53994510e-04
-1.40800000e+02    3.62713304e-04    -7.96469700e-06    5.19541348e-08    3.54800561e-04
-1.40700000e+02    3.63543123e-04    -7.99149944e-06    5.21012224e-08    3.55603725e-04
-1.40600000e+02    3.64369902e-04    -8.01819994e-06    5.22477830e-08    3.56403950e-04
-1.40500000e+02    3.65193590e-04    -8.04479729e-06    5.23938091e-08    3.57201186e-04
-1.40400000e+02    3.66014135e-04    -8.07129025e-06    5.25392935e-08    3.57995384e-04
