Energy (meV)          FC          FCHT        HT        TOT
-1.50000000e+02    1.62637735e-06    -3.93856244e-08    2.44892662e-10    1.58723662e-06
-1.49900000e+02    1.63408117e-06    -3.95795223e-08    2.46081293e-10    1.59474773e-06
-1.49800000e+02    1.64179056e-06    -3.97735560e-08    2.47270916e-10    1.60226427e-06
-1.49700000e+02    1.64950523e-06    -3.99677185e-08    2.48461493e-10    1.60978597e-06
-1.49600000e+02    1.65722490e-06    -4.01620032e-08    2.49652986e-10    1.61731255e-06
-1.49500000e+02    1.66494929e-06    -4.03564031e-08    2.50845355e-10    1.62484373e-06
-1.49400000e+02    1.67267810e-06    -4.05509112e-08    2.52038563e-10    1.63237922e-06
-1.49300000e+02    1.68041104e-06    -4.07455207e-08    2.53232569e-10    1.63991875e-06
-1.49200000e+02    1.68814782e-06    -4.09402245e-08    2.54427337e-10    1.64746202e-06
-1.49100000e+02    1.69588815e-06    -4.11350157e-08    2.55622825e-10    1.65500876e-06
-1.49000000e+02    1.70363174e-06    -4.13298873e-08    2.56818997e-10    1.66255867e-06
-1.48900000e+02    1.71137828e-06    -4.15248321e-08    2.58015812e-10    1.67011147e-06
-1.48800000e+02    1.71912749e-06    -4.17198431e-08    2.59213231e-10    1.67766686e-06
-1.48700000e+02    1.72687906e-06    -4.19149133e-08    2.60411216e-10    1.68522455e-06
-1.48600000e+02    1.73463268e-06    -4.21100354e-08    2.61609727e-10    1.69278426e-06
-1.48500000e+02    1.74238807e-06    -4.23052023e-08    2.62808725e-10    1.70034568e-06
-1.48400000e+02    1.75014492e-06    -4.25004069e-08    2.64008171e-10    1.70790852e-06
-1.48300000e+02    1.75790292e-06    -4.26956419e-08    2.65208025e-10    1.71547249e-06
-1.48200000e+02    1.76566177e-06    -4.28909001e-08    2.66408249e-10    1.72303728e-06
-1.48100000e+02    1.77342116e-06    -4.30861743e-08    2.67608802e-10    1.73060259e-06
-1.48000000e+02    1.78118079e-06    -4.32814573e-08    2.68809646e-10    1.73816814e-06
-1.47900000e+02    1.78894034e-06    -4.34767416e-08    2.70010742e-10    1.74573361e-06
