Energy (meV)          FC          FCHT        HT        TOT
-1.50000000e+02    1.48957428e-04    -3.02736730e-06    2.05360578e-08    1.45950596e-04
-1.49900000e+02    1.49501256e-04    -3.04414858e-06    2.06294916e-08    1.46477737e-04
-1.49800000e+02    1.50045752e-04    -3.06093710e-06    2.07230009e-08    1.47005537e-04
-1.49700000e+02    1.50590891e-04    -3.07773229e-06    2.08165823e-08    1.47533975e-04
-1.49600000e+02    1.51136651e-04    -3.09453354e-06    2.09102321e-08    1.48063027e-04
-1.49500000e+02    1.51683009e-04    -3.11134025e-06    2.10039467e-08    1.48592673e-04
-1.49400000e+02    1.52229942e-04    -3.12815181e-06    2.10977226e-08    1.49122888e-04
-1.49300000e+02    1.52777428e-04    -3.14496762e-06    2.11915560e-08    1.49653652e-04
-1.49200000e+02    1.53325441e-04    -3.16178706e-06    2.12854434e-08    1.50184940e-04
-1.49100000e+02    1.53873960e-04    -3.17860953e-06    2.13793811e-08    1.50716729e-04
-1.49000000e+02    1.54422959e-04    -3.19543440e-06    2.14733654e-08    1.51248998e-04
-1.48900000e+02    1.54972416e-04    -3.21226105e-06    2.15673926e-08    1.51781722e-04
-1.48800000e+02    1.55522306e-04    -3.22908886e-06    2.16614589e-08    1.52314879e-04
-1.48700000e+02    1.56072606e-04    -3.24591721e-06    2.17555606e-08    1.52848444e-04
-1.48600000e+02    1.56623291e-04    -3.26274547e-06    2.18496940e-08    1.53382395e-04
-1.48500000e+02    1.57174336e-04    -3.27957300e-06    2.19438552e-08    1.53916707e-04
-1.48400000e+02    1.57725717e-04    -3.29639918e-06    2.20380406e-08    1.54451356e-04
-1.48300000e+02    1.58277410e-04    -3.31322336e-06    2.21322462e-08    1.54986319e-04
-1.48200000e+02    1.58829389e-04    -3.33004491e-06    2.22264682e-08    1.55521571e-04
-1.48100000e+02    1.59381630e-04    -3.34686318e-06    2.23207028e-08    1.56057088e-04
-1.48000000e+02    1.59934108e-04    -3.36367753e-06    2.24149461e-08    1.56592845e-04
-1.47900000e+02    1.60486797e-04    -3.38048731e-06    2.25091943e-08    1.57128819e-04
-1.47800000e+02    1.61039673e-04    -3.39729188e-06    2.26034434e-08    1.57664984e-04
-1.47700000e+02    1.61592709e-04    -3.41409058e-06    2.26976896e-08    1.58201316e-04
-1.47600000e+02    1.62145881e-04    -3.43088275e-06    2.27919289e-08    1.58737790e-04
-1.47500000e+02    1.62699162e-04    -3.44766775e-06    2.28861574e-08    1.59274380e-04
-1.47400000e+02    1.63252527e-04    -3.46444491e-06    2.29803711e-08    1.59811062e-04
-1.47300000e+02    1.63805949e-04    -3.48121357e-06    2.30745661e-08    1.60347810e-04
-1.47200000e+02    1.64359404e-04    -3.49797306e-06    2.31687383e-08    1.60884600e-04
-1.47100000e+02    1.64912864e-04    -3.51472273e-06    2.32628839e-08    1.61421404e-04
-1.47000000e+02    1.65466304e-04    -3.53146190e-06    2.33569987e-08    1.61958199e-04
-1.46900000e+02    1.66019697e-04    -3.54818991e-06    2.34510788e-08    1.62494958e-04
-1.46800000e+02    1.66573016e-04    -3.56490608e-06    2.35451202e-08    1.63031655e-04
-1.46700000e+02    1.67126236e-04    -3.58160974e-06    2.36391187e-08    1.63568265e-04
-1.46600000e+02    1.67679329e-04    -3.59830021e-06    2.37330704e-08    1.64104762e-04
-1.46500000e+02    1.68232269e-04    -3.61497682e-06    2.38269712e-08    1.64641119e-04
-1.46400000e+02    1.68785028e-04    -3.63163888e-06    2.39208170e-08    1.65177310e-04
-1.46300000e+02    1.69337580e-04    -3.64828572e-06    2.40146036e-08    1.65713309e-04
-1.46200000e+02    1.69889898e-04    -3.66491665e-06    2.41083271e-08    1.66249090e-04
