Energy (meV)          FC          FCHT        HT        TOT
-1.27000000e+02    4.59993832e-09    -2.08309357e-10    2.72445527e-12    4.39435341e-09
-1.26900000e+02    4.65838985e-09    -2.11844432e-10    2.77802581e-12    4.44932344e-09
-1.26800000e+02    4.71798905e-09    -2.15450616e-10    2.83268447e-12    4.50537112e-09
-1.26700000e+02    4.77875797e-09    -2.19129248e-10    2.88845156e-12    4.56251717e-09
-1.26600000e+02    4.84071901e-09    -2.22881690e-10    2.94534775e-12    4.62078267e-09
-1.26500000e+02    4.90389496e-09    -2.26709323e-10    3.00339403e-12    4.68018903e-09
-1.26400000e+02    4.96830895e-09    -2.30613556e-10    3.06261176e-12    4.74075801e-09
-1.26300000e+02    5.03398453e-09    -2.34595815e-10    3.12302262e-12    4.80251173e-09
-1.26200000e+02    5.10094558e-09    -2.38657553e-10    3.18464864e-12    4.86547268e-09
-1.26100000e+02    5.16921642e-09    -2.42800246e-10    3.24751222e-12    4.92966369e-09
-1.26000000e+02    5.23882173e-09    -2.47025392e-10    3.31163611e-12    4.99510797e-09
-1.25900000e+02    5.30978659e-09    -2.51334514e-10    3.37704343e-12    5.06182912e-09
-1.25800000e+02    5.38213650e-09    -2.55729159e-10    3.44375766e-12    5.12985109e-09
-1.25700000e+02    5.45589735e-09    -2.60210901e-10    3.51180266e-12    5.19919825e-09
-1.25600000e+02    5.53109545e-09    -2.64781336e-10    3.58120268e-12    5.26989532e-09
-1.25500000e+02    5.60775754e-09    -2.69442085e-10    3.65198234e-12    5.34196743e-09
-1.25400000e+02    5.68591075e-09    -2.74194799e-10    3.72416664e-12    5.41544012e-09
-1.25300000e+02    5.76558269e-09    -2.79041150e-10    3.79778100e-12    5.49033932e-09
-1.25200000e+02    5.84680135e-09    -2.83982839e-10    3.87285121e-12    5.56669137e-09
-1.25100000e+02    5.92959521e-09    -2.89021592e-10    3.94940349e-12    5.64452302e-09
-1.25000000e+02    6.01399315e-09    -2.94159164e-10    4.02746445e-12    5.72386145e-09
-1.24900000e+02    6.10002453e-09    -2.99397336e-10    4.10706112e-12    5.80473426e-09
-1.24800000e+02    6.18771917e-09    -3.04737917e-10    4.18822094e-12    5.88716947e-09
-1.24700000e+02    6.27710732e-09    -3.10182743e-10    4.27097180e-12    5.97119555e-09
-1.24600000e+02    6.36821973e-09    -3.15733679e-10    4.35534198e-12    6.05684139e-09
-1.24500000e+02    6.46108761e-09    -3.21392620e-10    4.44136023e-12    6.14413635e-09
-1.24400000e+02    6.55574265e-09    -3.27161488e-10    4.52905572e-12    6.23311022e-09
-1.24300000e+02    6.65221703e-09    -3.33042234e-10    4.61845807e-12    6.32379325e-09
-1.24200000e+02    6.75054340e-09    -3.39036842e-10    4.70959735e-12    6.41621616e-09
-1.24100000e+02    6.85075495e-09    -3.45147321e-10    4.80250409e-12    6.51041013e-09
-1.24000000e+02    6.95288532e-09    -3.51375716e-10    4.89720926e-12    6.60640681e-09
-1.23900000e+02    7.05696868e-09    -3.57724098e-10    4.99374433e-12    6.70423833e-09
-1.23800000e+02    7.16303974e-09    -3.64194572e-10    5.09214122e-12    6.80393731e-09
-1.23700000e+02    7.27113369e-09    -3.70789273e-10    5.19243233e-12    6.90553685e-09
-1.23600000e+02    7.38128627e-09    -3.77510369e-10    5.29465054e-12    7.00907055e-09
-1.23500000e+02    7.49353374e-09    -3.84360060e-10    5.39882923e-12    7.11457250e-09
-1.23400000e+02    7.60791290e-09    -3.91340577e-10    5.50500227e-12    7.22207732e-09
-1.23300000e+02    7.72446110e-09    -3.98454186e-10    5.61320402e-12    7.33162012e-09
-1.23200000e+02    7.84321624e-09    -4.05703185e-10    5.72346936e-12    7.44323652e-09
-1.23100000e+02    7.96421677e-09    -4.13089907e-10    5.83583367e-12    7.55696270e-09
-1.23000000e+02    8.08750172e-09    -4.20616718e-10    5.95033284e-12    7.67283533e-09
-1.22900000e+02    8.21311065e-09    -4.28286019e-10    6.06700331e-12    7.79089164e-09
-1.22800000e+02    8.34108375e-09    -4.36100244e-10    6.18588202e-12    7.91116939e-09
-1.22700000e+02    8.47146174e-09    -4.44061867e-10    6.30700646e-12    8.03370688e-09
-1.22600000e+02    8.60428597e-09    -4.52173391e-10    6.43041466e-12    8.15854299e-09
-1.22500000e+02    8.73959835e-09    -4.60437361e-10    6.55614518e-12    8.28571714e-09
-1.22400000e+02    8.87744142e-09    -4.68856355e-10    6.68423716e-12    8.41526930e-09
-1.22300000e+02    9.01785830e-09    -4.77432989e-10    6.81473026e-12    8.54724004e-09
-1.22200000e+02    9.16089274e-09    -4.86169915e-10    6.94766474e-12    8.68167049e-09
-1.22100000e+02    9.30658911e-09    -4.95069824e-10    7.08308141e-12    8.81860237e-09
-1.22000000e+02    9.45499240e-09    -5.04135444e-10    7.22102166e-12    8.95807798e-09
-1.21900000e+02    9.60614825e-09    -5.13369542e-10    7.36152746e-12    9.10014023e-09
-1.21800000e+02    9.76010290e-09    -5.22774923e-10    7.50464138e-12    9.24483262e-09
-1.21700000e+02    9.91690329e-09    -5.32354433e-10    7.65040655e-12    9.39219927e-09
-1.21600000e+02    1.00765970e-08    -5.42110954e-10    7.79886675e-12    9.54228488e-09
-1.21500000e+02    1.02392322e-08    -5.52047411e-10    7.95006632e-12    9.69513482e-09
-1.21400000e+02    1.04048578e-08    -5.62166770e-10    8.10405024e-12    9.85079506e-09
-1.21300000e+02    1.05735234e-08    -5.72472034e-10    8.26086410e-12    1.00093122e-08
-1.21200000e+02    1.07452792e-08    -5.82966251e-10    8.42055411e-12    1.01707335e-08
-1.21100000e+02    1.09201761e-08    -5.93652508e-10    8.58316711e-12    1.03351068e-08
-1.21000000e+02    1.10982658e-08    -6.04533935e-10    8.74875060e-12    1.05024806e-08
-1.20900000e+02    1.12796006e-08    -6.15613705e-10    8.91735268e-12    1.06729043e-08
-1.20800000e+02    1.14642335e-08    -6.26895033e-10    9.08902214e-12    1.08464275e-08
-1.20700000e+02    1.16522183e-08    -6.38381178e-10    9.26380841e-12    1.10231010e-08
-1.20600000e+02    1.18436094e-08    -6.50075441e-10    9.44176157e-12    1.12029757e-08
