Energy (meV)          FC          FCHT        HT        TOT
-1.50000000e+02    8.60018229e-05    -1.83895502e-06    1.21476498e-08    8.41750156e-05
-1.49900000e+02    8.63411277e-05    -1.84878929e-06    1.22039693e-08    8.45045424e-05
-1.49800000e+02    8.66807897e-05    -1.85862844e-06    1.22603321e-08    8.48344216e-05
-1.49700000e+02    8.70207953e-05    -1.86847210e-06    1.23167361e-08    8.51646400e-05
-1.49600000e+02    8.73611307e-05    -1.87831992e-06    1.23731792e-08    8.54951839e-05
-1.49500000e+02    8.77017820e-05    -1.88817154e-06    1.24296592e-08    8.58260401e-05
-1.49400000e+02    8.80427353e-05    -1.89802661e-06    1.24861740e-08    8.61571948e-05
-1.49300000e+02    8.83839766e-05    -1.90788476e-06    1.25427214e-08    8.64886345e-05
-1.49200000e+02    8.87254917e-05    -1.91774564e-06    1.25992994e-08    8.68203454e-05
-1.49100000e+02    8.90672666e-05    -1.92760887e-06    1.26559056e-08    8.71523136e-05
-1.49000000e+02    8.94092868e-05    -1.93747410e-06    1.27125379e-08    8.74845253e-05
-1.48900000e+02    8.97515381e-05    -1.94734095e-06    1.27691941e-08    8.78169664e-05
-1.48800000e+02    9.00940060e-05    -1.95720905e-06    1.28258720e-08    8.81496229e-05
-1.48700000e+02    9.04366761e-05    -1.96707804e-06    1.28825694e-08    8.84824806e-05
-1.48600000e+02    9.07795336e-05    -1.97694754e-06    1.29392841e-08    8.88155253e-05
-1.48500000e+02    9.11225639e-05    -1.98681718e-06    1.29960137e-08    8.91487427e-05
-1.48400000e+02    9.14657522e-05    -1.99668658e-06    1.30527561e-08    8.94821184e-05
-1.48300000e+02    9.18090838e-05    -2.00655536e-06    1.31095090e-08    8.98156380e-05
-1.48200000e+02    9.21525437e-05    -2.01642314e-06    1.31662702e-08    9.01492869e-05
-1.48100000e+02    9.24961170e-05    -2.02628955e-06    1.32230372e-08    9.04830504e-05
-1.48000000e+02    9.28397885e-05    -2.03615421e-06    1.32798079e-08    9.08169141e-05
