Energy (meV)          FC          FCHT        HT        TOT
-1.50000000e+02    3.54360465e-05    -7.99831235e-07    5.14173022e-09    3.46413570e-05
-1.49900000e+02    3.55875790e-05    -8.03952200e-07    5.16602837e-09    3.47887928e-05
-1.49800000e+02    3.57392462e-05    -8.08075488e-07    5.19034453e-09    3.49363611e-05
-1.49700000e+02    3.58910424e-05    -8.12200949e-07    5.21467781e-09    3.50840561e-05
-1.49600000e+02    3.60429615e-05    -8.16328434e-07    5.23902730e-09    3.52318721e-05
-1.49500000e+02    3.61949975e-05    -8.20457791e-07    5.26339210e-09    3.53798031e-05
-1.49400000e+02    3.63471445e-05    -8.24588869e-07    5.28777131e-09    3.55278434e-05
-1.49300000e+02    3.64993964e-05    -8.28721515e-07    5.31216402e-09    3.56759870e-05
-1.49200000e+02    3.66517471e-05    -8.32855576e-07    5.33656931e-09    3.58242281e-05
-1.49100000e+02    3.68041904e-05    -8.36990899e-07    5.36098626e-09    3.59725605e-05
-1.49000000e+02    3.69567203e-05    -8.41127328e-07    5.38541396e-09    3.61209784e-05
-1.48900000e+02    3.71093306e-05    -8.45264707e-07    5.40985146e-09    3.62694757e-05
-1.48800000e+02    3.72620149e-05    -8.49402882e-07    5.43429784e-09    3.64180463e-05
-1.48700000e+02    3.74147671e-05    -8.53541694e-07    5.45875217e-09    3.65666842e-05
-1.48600000e+02    3.75675809e-05    -8.57680987e-07    5.48321350e-09    3.67153832e-05
-1.48500000e+02    3.77204500e-05    -8.61820601e-07    5.50768088e-09    3.68641371e-05
-1.48400000e+02    3.78733679e-05    -8.65960378e-07    5.53215338e-09    3.70129397e-05
-1.48300000e+02    3.80263284e-05    -8.70100159e-07    5.55663003e-09    3.71617849e-05
-1.48200000e+02    3.81793250e-05    -8.74239782e-07    5.58110988e-09    3.73106663e-05
-1.48100000e+02    3.83323512e-05    -8.78379088e-07    5.60559198e-09    3.74595777e-05
-1.48000000e+02    3.84854007e-05    -8.82517913e-07    5.63007536e-09    3.76085128e-05
-1.47900000e+02    3.86384668e-05    -8.86656097e-07    5.65455905e-09    3.77574652e-05
-1.47800000e+02    3.87915431e-05    -8.90793476e-07    5.67904209e-09    3.79064286e-05
-1.47700000e+02    3.89446229e-05    -8.94929886e-07    5.70352350e-09    3.80553965e-05
-1.47600000e+02    3.90976998e-05    -8.99065164e-07    5.72800230e-09    3.82043626e-05
-1.47500000e+02    3.92507670e-05    -9.03199145e-07    5.75247753e-09    3.83533203e-05
-1.47400000e+02    3.94038179e-05    -9.07331664e-07    5.77694819e-09    3.85022632e-05
-1.47300000e+02    3.95568459e-05    -9.11462554e-07    5.80141329e-09    3.86511848e-05
-1.47200000e+02    3.97098443e-05    -9.15591651e-07    5.82587186e-09    3.88000785e-05
-1.47100000e+02    3.98628063e-05    -9.19718785e-07    5.85032291e-09    3.89489378e-05
-1.47000000e+02    4.00157252e-05    -9.23843792e-07    5.87476543e-09    3.90977561e-05
-1.46900000e+02    4.01685941e-05    -9.27966501e-07    5.89919843e-09    3.92465268e-05
-1.46800000e+02    4.03214064e-05    -9.32086746e-07    5.92362093e-09    3.93952433e-05
-1.46700000e+02    4.04741551e-05    -9.36204357e-07    5.94803190e-09    3.95438988e-05
-1.46600000e+02    4.06268335e-05    -9.40319165e-07    5.97243036e-09    3.96924868e-05
-1.46500000e+02    4.07794346e-05    -9.44431000e-07    5.99681530e-09    3.98410004e-05
-1.46400000e+02    4.09319516e-05    -9.48539692e-07    6.02118571e-09    3.99894331e-05
-1.46300000e+02    4.10843775e-05    -9.52645070e-07    6.04554059e-09    4.01377779e-05
-1.46200000e+02    4.12367054e-05    -9.56746964e-07    6.06987892e-09    4.02860283e-05
-1.46100000e+02    4.13889283e-05    -9.60845201e-07    6.09419968e-09    4.04341773e-05
-1.46000000e+02    4.15410393e-05    -9.64939610e-07    6.11850188e-09    4.05822182e-05
-1.45900000e+02    4.16930313e-05    -9.69030019e-07    6.14278449e-09    4.07301441e-05
-1.45800000e+02    4.18448974e-05    -9.73116256e-07    6.16704650e-09    4.08779482e-05
-1.45700000e+02    4.19966305e-05    -9.77198146e-07    6.19128689e-09    4.10256237e-05
-1.45600000e+02    4.21482236e-05    -9.81275518e-07    6.21550464e-09    4.11731636e-05
-1.45500000e+02    4.22996695e-05    -9.85348197e-07    6.23969873e-09    4.13205610e-05
-1.45400000e+02    4.24509612e-05    -9.89416010e-07    6.26386814e-09    4.14678090e-05
