Energy (meV)          FC          FCHT        HT        TOT
-1.50000000e+02    1.82199883e-04    -3.61737586e-06    2.48483930e-08    1.78607356e-04
-1.49900000e+02    1.82841305e-04    -3.63776761e-06    2.49604314e-08    1.79228497e-04
-1.49800000e+02    1.83483568e-04    -3.65816759e-06    2.50725629e-08    1.79850473e-04
-1.49700000e+02    1.84126645e-04    -3.67857507e-06    2.51847831e-08    1.80473255e-04
-1.49600000e+02    1.84770510e-04    -3.69898934e-06    2.52970877e-08    1.81096818e-04
-1.49500000e+02    1.85415134e-04    -3.71940967e-06    2.54094724e-08    1.81721134e-04
-1.49400000e+02    1.86060490e-04    -3.73983533e-06    2.55219329e-08    1.82346177e-04
-1.49300000e+02    1.86706551e-04    -3.76026558e-06    2.56344647e-08    1.82971920e-04
-1.49200000e+02    1.87353287e-04    -3.78069968e-06    2.57470635e-08    1.83598334e-04
-1.49100000e+02    1.88000671e-04    -3.80113690e-06    2.58597248e-08    1.84225394e-04
-1.49000000e+02    1.88648675e-04    -3.82157648e-06    2.59724441e-08    1.84853071e-04
-1.48900000e+02    1.89297269e-04    -3.84201769e-06    2.60852171e-08    1.85481337e-04
-1.48800000e+02    1.89946425e-04    -3.86245975e-06    2.61980391e-08    1.86110164e-04
-1.48700000e+02    1.90596115e-04    -3.88290194e-06    2.63109056e-08    1.86739524e-04
-1.48600000e+02    1.91246308e-04    -3.90334347e-06    2.64238122e-08    1.87369389e-04
-1.48500000e+02    1.91896976e-04    -3.92378359e-06    2.65367542e-08    1.87999730e-04
-1.48400000e+02    1.92548090e-04    -3.94422154e-06    2.66497271e-08    1.88630518e-04
-1.48300000e+02    1.93199619e-04    -3.96465654e-06    2.67627262e-08    1.89261725e-04
-1.48200000e+02    1.93851534e-04    -3.98508782e-06    2.68757470e-08    1.89893322e-04
-1.48100000e+02    1.94503805e-04    -4.00551461e-06    2.69887847e-08    1.90525280e-04
-1.48000000e+02    1.95156403e-04    -4.02593613e-06    2.71018348e-08    1.91157568e-04
-1.47900000e+02    1.95809295e-04    -4.04635160e-06    2.72148925e-08    1.91790159e-04
-1.47800000e+02    1.96462454e-04    -4.06676023e-06    2.73279531e-08    1.92423021e-04
-1.47700000e+02    1.97115847e-04    -4.08716124e-06    2.74410120e-08    1.93056126e-04
-1.47600000e+02    1.97769444e-04    -4.10755384e-06    2.75540643e-08    1.93689444e-04
-1.47500000e+02    1.98423214e-04    -4.12793723e-06    2.76671053e-08    1.94322944e-04
-1.47400000e+02    1.99077127e-04    -4.14831062e-06    2.77801303e-08    1.94956596e-04
-1.47300000e+02    1.99731151e-04    -4.16867320e-06    2.78931344e-08    1.95590371e-04
-1.47200000e+02    2.00385254e-04    -4.18902419e-06    2.80061128e-08    1.96224236e-04
-1.47100000e+02    2.01039407e-04    -4.20936277e-06    2.81190607e-08    1.96858163e-04
-1.47000000e+02    2.01693576e-04    -4.22968814e-06    2.82319733e-08    1.97492120e-04
